Experiment,System Time,Object at Room,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (Most Probable),Traveled Distance (Most Probable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (ExpectedTimeFixed),Traveled Distance (ExpectedTimeFixed),Rooms Explored (ExpectedTimeVariable),Traveled Distance (ExpectedTimeVariable)
966,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
967,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
968,1411925348,4,3,167.226,5,411.961,2,114.497,3,202.066,5,322.049,2,114.497,2,114.497
969,1411925348,4,3,167.226,5,411.961,2,114.497,3,202.066,5,322.049,2,114.497,2,114.497
970,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
971,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
972,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
973,1411925348,4,3,167.226,5,411.961,2,114.497,3,202.066,5,322.049,2,114.497,2,114.497
974,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
975,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
976,1411925348,1,5,325.036,3,231.48,5,360.45,2,90.0538,2,90.0538,5,360.45,5,346.492
977,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
978,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
979,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
980,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
981,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
982,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
983,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
984,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
985,1411925348,1,5,325.036,3,231.48,5,360.45,2,90.0538,2,90.0538,5,360.45,5,346.492
986,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
987,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
988,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
989,1411925348,1,5,325.036,3,231.48,5,360.45,2,90.0538,2,90.0538,5,360.45,5,346.492
990,1411925348,3,2,105.184,4,349.919,3,176.539,5,315.622,3,208.493,3,176.539,4,228.053
991,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
992,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
993,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
994,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
995,1411925348,2,4,210.954,2,117.397,4,246.367,4,245.794,4,278.321,4,246.367,3,158.225
996,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
997,1411925348,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
998,1411925348,4,3,167.226,5,411.961,2,114.497,3,202.066,5,322.049,2,114.497,2,114.497
999,1411925348,4,3,167.226,5,411.961,2,114.497,3,202.066,5,322.049,2,114.497,2,114.497
